CreditScore,Geography,Age,Balance,NumOfProducts,IsActiveMember,Exited
472,France,31,58662.92,2,1,No
650,Spain,41,128808.65,3,0,Yes
625,France,45,137555.44,1,0,No
650,Germany,34,142393.11,1,1,No
535,France,38,0.0,2,0,No
649,France,41,125785.23,1,1,No
689,France,22,136444.25,1,0,Yes
694,Spain,38,121527.4,1,0,No
655,Germany,52,144696.75,1,1,No
620,France,36,0.0,2,1,No
577,France,35,0.0,2,1,No
401,Germany,48,128140.17,1,0,Yes
599,France,25,120383.41,1,1,No
481,France,57,0.0,3,1,Yes
704,France,42,129735.3,2,1,No
698,Spain,31,185078.26,1,0,Yes
480,France,28,0.0,2,0,No
682,France,42,0.0,1,1,No
700,Spain,31,0.0,2,1,No
492,France,29,144591.96,1,1,No
444,France,45,0.0,2,0,Yes
624,France,36,0.0,2,0,No
709,France,37,0.0,1,0,No
557,Germany,68,100194.44,1,1,No
646,Germany,50,145295.31,2,1,No
719,Germany,28,106070.29,2,1,No
706,Germany,47,120621.89,1,1,No
660,France,38,0.0,2,1,No
667,France,36,0.0,2,1,No
705,France,30,0.0,1,1,No
598,Germany,27,171283.91,1,1,No
669,France,26,0.0,2,1,No
580,Germany,38,128218.47,1,0,Yes
676,France,32,0.0,2,1,No
714,Germany,28,77776.39,1,0,No
597,Germany,72,124978.19,2,1,No
559,France,29,0.0,2,0,No
564,France,28,0.0,1,1,No
850,Spain,51,109799.55,2,1,Yes
689,France,39,0.0,2,0,No
758,Germany,61,125397.21,1,0,Yes
604,Spain,71,0.0,2,1,No
733,Germany,38,111347.37,2,1,No
778,Spain,40,104291.41,2,1,No
732,Germany,61,94867.18,2,1,Yes
646,France,24,0.0,2,0,No
597,France,33,135703.59,2,0,No
821,Germany,37,106453.53,2,1,No
640,France,43,132412.38,1,0,Yes
511,Germany,40,124401.6,1,0,Yes
805,France,46,118022.06,3,0,Yes
540,Germany,39,82531.11,1,0,No
705,Spain,44,184552.12,1,0,Yes
540,Germany,39,127278.31,1,1,No
532,Spain,66,0.0,1,1,No
535,France,45,0.0,2,1,No
627,Germany,23,184244.86,1,0,No
646,France,52,59669.43,1,0,Yes
515,France,25,79543.59,1,1,No
697,France,39,151553.19,1,1,No
652,Germany,27,166527.88,2,1,No
579,Germany,28,150329.15,1,0,No
760,France,43,121911.59,1,0,No
769,France,51,156773.78,2,0,No
498,Spain,29,127864.26,1,1,No
774,France,53,113709.28,1,1,Yes
705,Germany,43,79974.55,1,1,No
648,France,44,0.0,2,1,No
688,France,51,0.0,1,0,Yes
592,Spain,38,0.0,1,0,Yes
705,France,33,144427.96,2,0,No
654,France,42,99263.09,1,1,No
624,France,32,79368.87,2,1,No
594,France,30,0.0,2,1,No
695,Spain,34,0.0,2,1,No
597,France,28,0.0,3,1,No
758,France,52,125095.94,1,0,Yes
737,Germany,40,162485.8,2,0,No
694,Germany,37,95668.82,2,0,No
683,France,25,0.0,2,0,No
538,Spain,30,0.0,2,1,No
669,France,37,0.0,1,0,No
730,France,34,74197.38,2,0,No
622,France,31,89688.94,1,1,No
714,Spain,33,103121.33,2,1,No
569,Spain,34,0.0,1,0,No
668,Germany,59,120170.07,1,1,No
628,France,32,149136.31,2,1,No
600,France,40,141136.79,1,1,No
693,France,43,152341.55,1,0,No
704,France,36,120026.98,2,1,No
527,Spain,33,132168.28,1,0,No
553,Germany,43,85200.82,2,1,No
575,Spain,53,84903.33,2,1,No
626,France,32,0.0,2,0,No
582,France,20,0.0,1,1,No
683,Spain,40,0.0,1,0,No
850,France,30,121535.18,1,0,No
653,Spain,35,116662.96,2,1,No
679,France,60,0.0,2,1,No
549,Germany,49,124829.16,1,1,No
850,Spain,36,155180.56,2,0,No
558,Germany,32,108262.87,1,1,No
528,Spain,40,0.0,2,0,No
801,France,38,0.0,2,0,No
513,Spain,48,0.0,1,1,Yes
666,Germany,38,99812.88,2,1,No
606,France,35,132164.26,1,1,No
599,Germany,45,103583.05,1,0,Yes
544,Germany,39,142406.43,2,0,No
529,Spain,38,99842.5,2,0,Yes
850,France,41,0.0,2,1,No
497,France,41,0.0,1,0,No
764,France,39,81042.42,1,1,No
603,France,48,0.0,1,0,Yes
609,France,40,0.0,2,1,No
487,France,53,199689.49,1,1,Yes
748,France,33,142645.43,1,0,No
710,Spain,75,0.0,2,1,No
432,Germany,45,110219.14,1,0,Yes
534,Spain,51,0.0,2,1,No
607,France,25,0.0,2,0,No
551,Spain,32,0.0,2,0,No
674,France,45,142072.02,1,0,No
525,France,25,0.0,2,0,No
645,Germany,33,149564.61,1,0,No
755,France,43,0.0,2,0,No
708,Germany,37,153366.13,1,1,No
715,France,21,76467.16,1,1,No
727,France,26,121508.28,1,1,No
559,Spain,27,0.0,1,1,No
545,Spain,36,73211.12,2,0,Yes
524,France,22,0.0,2,0,No
707,France,55,0.0,2,1,No
671,Spain,38,92674.94,2,0,No
439,Spain,52,96196.24,4,0,Yes
667,Germany,36,114391.62,1,1,No
831,Germany,32,80262.66,1,0,No
545,Spain,33,173331.52,1,0,No
604,Spain,35,147285.52,1,1,No
657,Spain,67,119785.47,2,1,No
487,Spain,36,140137.15,1,0,No
750,Germany,52,107467.56,1,0,Yes
694,Germany,37,98218.04,2,0,Yes
711,Germany,35,133607.75,1,1,No
551,France,37,0.0,2,1,No
559,France,38,95139.41,1,1,No
620,France,29,0.0,2,1,No
660,Spain,42,0.0,2,0,No
449,France,37,0.0,2,0,No
703,Germany,26,97331.19,1,0,No
795,Germany,37,139265.63,2,1,No
594,France,31,0.0,1,1,No
586,Spain,34,168094.01,1,0,No
613,Germany,30,131563.88,2,0,No
601,France,44,0.0,2,0,No
657,France,50,0.0,2,0,No
531,France,31,0.0,1,1,No
621,Germany,47,107363.29,1,1,No
782,France,33,94493.03,1,1,No
528,Germany,29,170214.23,2,0,No
696,France,52,139781.06,1,0,Yes
586,France,35,0.0,2,0,No
626,Spain,26,148610.41,3,1,Yes
498,France,73,170241.7,2,1,No
691,France,33,128306.83,1,1,No
568,France,47,0.0,2,1,No
715,France,35,0.0,1,1,No
680,Germany,32,175454.0,1,1,No
802,Spain,41,0.0,2,0,No
539,France,22,100885.93,2,1,No
494,France,69,93320.8,1,1,No
594,Germany,38,63176.44,2,1,No
596,France,33,139451.67,1,0,No
649,France,52,49113.75,1,0,No
699,Germany,32,123906.22,3,1,Yes
787,France,40,0.0,2,1,No
604,France,28,0.0,2,0,No
489,Germany,52,131441.51,1,0,Yes
651,France,56,0.0,1,0,Yes
698,France,57,136325.48,2,1,Yes
578,Germany,38,113150.44,2,0,Yes
538,Spain,42,0.0,1,0,No
696,France,33,0.0,2,1,No
507,Germany,46,102785.16,1,1,No
685,Spain,34,83264.28,1,0,No
705,Germany,41,72252.64,2,1,No
499,Germany,29,148051.52,1,0,No
717,France,76,138489.66,1,1,No
510,France,63,0.0,2,1,No
632,France,32,111589.33,1,1,No
668,Germany,39,122104.79,1,0,Yes
744,Germany,32,96106.83,1,1,No
663,Germany,42,115930.87,1,0,No
638,Germany,37,124513.66,2,0,No
688,France,54,0.0,1,0,Yes
588,Spain,46,0.0,1,0,No
631,France,33,0.0,1,1,Yes
687,Spain,35,100988.39,2,0,No
599,France,44,118577.24,1,1,No
718,Spain,28,0.0,2,0,No
730,France,27,0.0,2,1,No
533,France,39,0.0,1,1,Yes
711,Spain,28,0.0,2,1,No
555,Spain,26,0.0,2,1,No
850,France,42,113311.11,1,1,No
678,France,41,0.0,1,0,No
576,France,32,0.0,2,0,No
835,Germany,20,124365.42,1,0,Yes
592,France,42,147249.29,2,1,No
774,France,36,103688.19,1,1,No
620,France,29,138740.24,2,0,No
519,Spain,39,111900.14,1,1,No
734,Spain,37,152760.24,1,1,No
763,Germany,31,143966.3,2,1,Yes
733,France,51,141556.96,1,0,No
650,France,43,0.0,2,1,No
538,France,33,0.0,2,0,No
577,France,46,0.0,1,1,No
792,France,30,0.0,2,0,No
686,France,41,0.0,1,1,Yes
589,France,29,0.0,2,1,No
530,France,25,162560.32,1,0,No
778,Germany,29,123229.46,1,0,No
616,Spain,31,76665.71,2,1,No
550,France,38,140278.99,3,1,Yes
655,France,51,0.0,2,1,No
721,France,46,115764.32,2,0,No
499,Germany,36,131142.53,2,0,No
511,France,45,68375.27,1,0,Yes
579,Germany,39,117833.3,3,0,Yes
696,Spain,36,0.0,2,1,No
681,France,34,0.0,2,0,No
815,France,45,0.0,1,1,Yes
681,Spain,30,111093.01,1,0,No
641,Spain,42,132657.55,1,0,No
591,France,56,128882.49,1,1,Yes
565,Germany,59,69129.59,1,1,No
487,France,37,0.0,2,1,No
729,France,39,121404.64,1,1,No
505,Spain,45,131355.3,3,0,Yes
580,France,35,102097.33,1,1,No
642,France,40,154863.15,1,1,No
850,Spain,41,99945.93,2,0,No
616,Germany,39,121704.32,2,0,No
526,Spain,43,0.0,2,0,No
523,Germany,35,138782.76,1,1,No
663,France,35,0.0,2,1,No
840,France,30,136291.71,1,0,No
570,Germany,42,107856.57,2,0,No
676,Germany,26,108348.66,1,0,Yes
689,France,47,93871.95,3,0,Yes
703,Spain,45,0.0,1,0,Yes
491,Germany,19,125860.2,1,0,No
584,France,49,172713.44,1,0,No
810,France,51,0.0,2,1,No
745,Spain,59,0.0,1,1,No
625,France,39,130786.92,1,1,No
535,France,29,112367.34,1,0,No
729,Spain,45,91091.06,2,0,No
655,France,26,106198.5,1,1,No
751,France,47,142669.93,2,0,No
525,France,33,112833.35,1,1,No
532,France,40,0.0,2,1,No
696,Spain,43,0.0,2,1,No
786,Germany,32,104336.43,2,0,No
580,France,55,104305.74,1,1,No
596,Germany,47,140187.1,2,1,No
683,France,39,0.0,2,0,No
747,France,45,114959.12,1,0,Yes
602,France,33,164704.38,1,1,Yes
779,France,62,119096.55,1,1,No
551,France,31,0.0,2,1,No
666,France,47,0.0,1,0,Yes
526,Spain,30,0.0,1,0,No
849,France,41,115465.28,1,0,No
471,France,27,0.0,2,0,No
628,Spain,43,184926.61,1,0,No
674,Germany,43,85957.88,2,0,No
797,France,32,114084.6,1,1,No
590,Spain,29,166930.76,2,0,No
588,France,27,0.0,1,0,No
577,France,29,0.0,2,1,No
571,France,38,107193.82,2,0,No
680,France,36,116275.12,1,1,No
648,Spain,27,0.0,2,1,No
618,France,39,91068.56,1,0,No
648,Germany,41,123049.21,1,1,No
759,France,39,0.0,2,1,No
585,France,40,0.0,2,0,No
774,France,42,137781.65,1,0,No
697,Germany,48,108128.96,2,1,No
605,Spain,39,105317.73,2,0,No
676,France,20,80569.73,1,0,No
678,France,22,174852.89,1,1,No
495,Spain,45,89158.94,3,0,Yes
787,France,85,0.0,2,1,No
770,France,36,89800.14,1,1,No
817,Germany,45,101207.75,1,0,Yes
659,France,43,106086.42,2,0,No
693,France,21,0.0,2,1,No
744,France,47,0.0,2,0,No
829,Spain,26,101440.36,2,1,No
716,France,38,0.0,2,0,No
671,France,34,106603.74,2,1,No
835,Germany,29,130420.2,2,0,No
636,France,38,0.0,1,0,No
649,Spain,29,45022.23,1,1,No
621,Germany,27,74298.43,1,1,No
658,Germany,31,133003.03,1,1,Yes
784,Spain,48,0.0,2,1,No
783,Spain,37,136689.66,1,0,No
615,France,32,0.0,2,1,No
791,France,44,0.0,2,1,Yes
762,France,53,102520.37,1,1,No
607,France,35,0.0,2,1,No
601,France,34,0.0,2,0,No
540,Spain,67,88382.01,1,1,No
812,France,44,115049.15,2,0,No
685,France,58,104796.54,1,1,No
680,France,33,123082.08,1,0,No
680,Spain,58,0.0,2,1,No
631,France,33,0.0,2,0,No
569,France,43,0.0,2,1,No
584,Germany,33,88311.48,2,1,No
582,France,40,0.0,3,1,No
609,France,32,71872.19,1,1,No
506,Spain,35,110046.93,2,0,No
503,France,42,104430.08,1,1,No
503,France,28,0.0,2,0,No
806,Germany,31,138653.51,1,0,No
653,France,31,102575.04,1,1,No
666,France,43,137780.74,2,1,Yes
674,Spain,32,0.0,2,0,No
798,France,32,0.0,2,1,No
740,France,30,105209.54,1,0,No
531,Germany,32,109570.21,2,1,No
614,Germany,44,118715.86,1,0,Yes
556,France,35,0.0,2,1,No
678,Germany,43,153393.18,2,1,No
587,Germany,33,132603.36,1,0,No
527,Spain,36,0.0,2,1,No
757,Germany,34,129398.01,2,0,No
468,Spain,28,0.0,2,0,No
693,France,29,151352.74,1,0,No
483,France,44,136836.49,1,0,Yes
466,France,40,91592.06,1,0,Yes
770,France,30,0.0,2,0,No
734,France,54,0.0,1,0,Yes
716,France,22,0.0,2,1,No
439,France,36,165536.28,2,1,No
538,Germany,25,62482.95,1,1,No
743,France,40,68155.59,1,0,No
734,Spain,43,55853.33,2,1,Yes
656,France,37,0.0,2,1,No
666,France,31,79589.43,1,0,No
627,Spain,41,100880.76,1,1,No
480,Germany,25,174330.35,2,0,No
792,France,19,143390.51,1,0,No
613,Germany,59,91415.76,1,0,Yes
476,Germany,30,134366.42,1,0,No
539,France,24,0.0,2,1,No
696,Spain,60,88786.81,1,1,No
810,Germany,35,96814.46,2,1,No
763,Germany,32,160680.41,1,0,No
640,France,29,0.0,2,0,No
655,France,47,0.0,2,0,No
526,Germany,31,145537.21,1,0,No
678,France,28,0.0,2,1,Yes
554,France,45,0.0,2,1,No
597,Spain,30,119370.11,1,1,Yes
560,Spain,28,0.0,2,1,No
850,Germany,47,134381.52,1,0,Yes
546,Germany,74,114888.74,2,1,Yes
623,Germany,42,149332.48,2,0,No
698,France,40,105061.74,3,0,Yes
620,France,32,0.0,2,1,No
619,France,40,0.0,1,1,Yes
561,France,21,0.0,1,1,No
753,France,39,155062.8,1,1,No
721,Spain,43,88798.34,1,0,No
451,France,33,0.0,2,0,No
680,Germany,51,143139.87,1,0,Yes
590,Spain,23,0.0,2,0,No
634,Germany,27,107027.52,1,0,No
676,France,29,140720.93,1,0,No
642,France,30,80964.57,2,0,No
760,France,39,178585.46,1,0,Yes
736,Spain,26,135889.13,1,1,No
656,France,43,134919.85,1,0,No
776,Germany,33,115130.34,1,0,Yes
832,Spain,34,138190.13,2,1,No
631,Germany,37,131519.49,2,1,No
795,Spain,56,0.0,1,0,Yes
648,Germany,39,126935.98,2,1,No
615,France,39,133707.09,1,1,No
682,France,27,97893.2,1,0,No
694,France,34,127900.03,1,0,No
694,France,37,143835.47,1,1,No
607,France,44,0.0,2,1,No
664,France,48,0.0,1,0,Yes
756,France,60,0.0,1,1,Yes
645,France,40,129596.77,1,1,No
653,Spain,30,0.0,2,0,No
710,Germany,24,110407.44,2,0,Yes
697,France,76,0.0,2,1,No
619,Germany,41,142015.76,2,0,No
648,Spain,55,81370.07,1,1,No
482,Germany,48,69329.47,1,0,Yes
548,France,28,116755.5,2,1,Yes
752,Spain,44,83870.33,1,0,No
648,France,39,130694.89,2,1,Yes
643,Spain,34,117451.47,1,0,No
573,Germany,35,206868.78,2,1,No
686,France,39,111695.62,1,0,No
644,France,40,137285.26,4,0,Yes
702,France,29,149218.39,1,1,No
652,France,51,0.0,2,1,No
641,Spain,32,0.0,2,1,No
692,Germany,41,130701.29,1,0,Yes
574,Spain,34,0.0,2,0,No
643,France,31,167949.48,1,0,No
834,France,23,131254.81,1,0,No
591,France,28,0.0,2,1,No
470,Spain,34,0.0,2,1,No
608,Spain,34,86656.13,1,1,No
649,Germany,37,114737.26,1,1,Yes
665,France,38,0.0,2,0,No
651,France,39,0.0,1,0,No
555,Germany,62,119817.33,1,1,Yes
637,France,48,130806.99,2,1,Yes
675,France,49,0.0,1,1,Yes
677,Spain,40,0.0,2,0,No
850,Germany,35,80931.75,1,0,Yes
815,France,56,0.0,3,1,Yes
665,Germany,32,132178.67,1,0,No
485,France,27,0.0,2,0,No
577,Spain,43,0.0,2,1,No
586,France,35,164769.02,3,0,Yes
722,Germany,29,107233.85,2,0,No
528,France,27,176227.07,2,1,No
542,France,39,109949.39,2,1,No
552,France,34,0.0,2,1,No
678,France,60,117738.81,1,0,Yes
575,Spain,37,133292.45,1,0,No
669,France,43,160474.59,1,1,No
636,France,43,0.0,2,0,No
667,Germany,55,154393.43,1,1,Yes
652,Germany,45,110827.49,1,1,Yes
637,Germany,36,145750.45,2,1,No
516,Spain,45,109044.3,1,1,No
801,France,32,75170.54,1,1,No
692,France,42,0.0,2,0,No
585,France,28,105795.9,1,1,No
590,France,32,0.0,2,0,No
554,Spain,66,0.0,2,1,No
659,France,49,0.0,1,0,Yes
690,France,26,118097.87,1,0,No
697,Germany,29,172693.54,1,0,No
610,France,36,129440.3,2,0,No
599,Spain,36,0.0,2,0,No
544,France,23,96471.2,1,0,No
548,France,46,0.0,1,1,Yes
635,Spain,24,140197.18,1,1,No
722,France,20,0.0,2,0,No
564,France,33,135946.26,1,0,No
719,France,69,0.0,2,1,No
547,Germany,50,81290.02,3,1,Yes
850,France,42,0.0,1,0,Yes
515,Germany,60,113715.36,1,0,Yes
667,Spain,56,168883.08,1,1,No
607,Germany,36,143421.74,1,0,No
525,France,26,153644.39,1,1,No
606,Spain,53,109330.06,1,1,No
686,Germany,27,115095.88,2,0,No
611,France,35,0.0,1,1,Yes
827,Spain,46,183276.32,1,1,No
572,France,33,68193.72,1,0,No
726,France,32,0.0,2,0,No
579,Germany,31,139729.54,1,1,No
598,Spain,56,98365.33,1,1,No
663,France,36,0.0,2,0,No
505,Germany,37,122453.97,2,1,No
576,Germany,30,132174.41,2,0,No
555,Spain,24,0.0,2,1,No
524,France,30,0.0,2,0,No
776,Spain,39,104349.45,1,0,No
645,Germany,41,138881.04,1,0,Yes
850,Germany,32,116968.91,1,0,No
603,Germany,35,105346.03,2,1,No
691,France,26,136623.19,1,0,No
583,France,29,0.0,2,1,No
584,France,66,0.0,1,0,Yes
679,France,33,0.0,2,1,No
646,France,36,124445.52,1,0,No
559,France,34,68999.66,2,1,No
595,Spain,36,85768.42,1,1,No
527,France,47,0.0,1,0,Yes
684,Spain,34,100628.0,2,1,No
673,Spain,32,0.0,1,1,No
802,Spain,38,0.0,2,1,No
675,France,54,0.0,1,0,Yes
762,Spain,19,0.0,2,0,No
580,France,50,125647.36,1,0,Yes
621,Germany,31,100375.39,1,1,No
411,France,36,0.0,1,0,No
815,France,24,171922.72,1,1,No
631,Germany,32,146810.99,2,1,No
514,Germany,45,109032.23,1,1,Yes
638,France,57,0.0,1,0,Yes
791,Spain,25,0.0,1,0,No
516,France,35,128653.59,1,0,No
734,France,37,80387.81,1,1,No
611,France,58,0.0,2,1,Yes
850,Germany,43,108508.82,3,0,Yes
641,France,31,155978.17,1,0,No
585,France,38,0.0,1,1,No
552,Germany,50,121175.56,1,0,Yes
507,France,29,89349.47,2,0,No
735,Spain,38,86131.71,2,0,No
707,France,58,102346.86,1,1,No
698,Germany,36,121263.62,1,1,No
841,France,31,0.0,2,0,No
688,Spain,33,0.0,1,0,Yes
614,France,51,0.0,2,1,No
511,Germany,48,149726.08,1,0,Yes
447,France,43,0.0,2,0,Yes
738,France,35,161274.05,2,0,No
422,France,33,0.0,2,0,No
537,Spain,30,103138.17,1,1,No
707,Germany,40,109628.44,1,0,No
690,France,54,0.0,1,0,Yes
664,Germany,33,97286.16,2,0,No
850,France,33,118004.26,1,0,No
584,Spain,32,85534.83,1,0,No
728,France,59,0.0,1,1,Yes
560,Spain,43,95140.44,2,0,Yes
629,France,31,0.0,1,1,Yes
658,France,25,0.0,2,1,No
794,Germany,54,75900.84,1,1,No
790,France,41,126619.27,1,0,No
640,France,44,111833.47,1,0,No
652,Spain,37,0.0,2,0,No
583,France,57,238387.56,1,1,Yes
775,France,32,108698.96,2,1,No
584,France,39,112687.69,1,1,No
635,Germany,48,81556.89,2,0,No
814,France,48,136596.85,1,1,No
735,Germany,43,98807.45,1,0,Yes
678,France,31,0.0,2,1,No
693,France,37,0.0,2,1,No
640,France,30,107499.7,1,1,No
773,Spain,23,0.0,2,0,No
736,France,30,0.0,2,0,No
693,France,28,0.0,2,1,No
496,France,41,176024.05,2,0,No
751,France,39,0.0,2,1,No
528,Germany,39,127631.62,1,1,Yes
754,Spain,19,0.0,1,0,No
568,Germany,26,109819.16,2,0,No
592,Spain,41,138734.94,1,0,No
558,Germany,25,111363.1,2,0,No
825,France,34,0.0,2,1,No
677,Germany,28,143988.0,2,0,Yes
653,France,34,118838.75,1,1,No
593,Spain,35,161637.75,1,1,No
632,France,44,133793.89,1,1,Yes
601,Germany,35,71553.83,1,0,No
786,France,62,0.0,1,1,No
654,France,40,0.0,2,0,No
572,France,38,0.0,2,1,No
813,France,62,64667.95,2,1,No
523,France,28,121164.11,1,1,No
506,Spain,50,0.0,2,0,No
513,Spain,72,98903.06,1,1,No
664,France,31,104158.84,1,0,No
684,France,54,0.0,2,1,No
608,Spain,63,139529.93,2,1,Yes
527,France,25,0.0,2,1,No
666,France,53,64646.7,1,0,Yes
779,France,71,0.0,2,1,Yes
629,France,40,0.0,2,1,No
430,France,35,118894.22,1,0,No
712,France,24,0.0,1,1,No
682,France,30,0.0,2,1,No
634,France,41,68213.99,1,1,No
487,Spain,31,0.0,2,0,No
808,Spain,47,139196.0,1,1,No
527,France,32,0.0,2,1,No
637,Germany,50,126345.55,1,1,Yes
802,Spain,40,0.0,2,1,No
529,France,38,0.0,1,0,Yes
850,France,43,0.0,2,0,No
738,France,18,0.0,2,1,No
817,France,34,129278.43,1,0,No
735,France,31,119558.35,1,0,No
619,Germany,41,92467.58,1,0,No
671,France,27,0.0,2,0,No
581,Spain,31,0.0,2,0,No
690,Spain,36,0.0,2,0,No
579,Spain,56,99340.83,1,0,Yes
688,Spain,24,0.0,2,1,No
599,Spain,28,126833.79,2,0,Yes
729,Germany,29,109676.52,1,1,No
718,France,29,0.0,1,1,No
712,Germany,53,134729.99,2,1,No
474,France,37,98431.37,1,0,No
565,Germany,33,130368.31,2,0,No
658,France,31,123974.96,1,0,No
714,France,63,138082.16,1,1,No
725,France,45,129855.32,1,0,No
825,France,40,132308.22,1,0,No
665,Germany,45,155447.65,2,0,Yes
670,Spain,35,124268.64,2,1,No
474,Germany,34,176311.36,1,0,No
591,France,40,99886.42,2,1,No
508,France,31,0.0,2,1,No
695,France,36,0.0,2,1,No
660,Germany,24,85089.3,1,1,No
687,Germany,41,134318.21,2,1,No
658,Germany,29,75395.53,2,1,No
705,Germany,33,116765.7,1,0,Yes
739,Spain,60,0.0,1,1,No
844,France,38,111501.66,1,1,No
602,Germany,48,76595.08,2,0,No
759,France,33,160541.36,2,0,No
747,Germany,38,129728.6,1,0,No
673,France,47,0.0,2,0,No
671,Spain,34,130929.02,4,1,Yes
640,Germany,74,116800.25,1,1,No
581,Germany,40,101016.53,1,1,Yes
630,France,67,0.0,2,1,No
703,France,33,190566.65,1,1,No
698,Spain,47,0.0,1,0,Yes
742,Germany,43,97067.69,1,1,Yes
652,France,37,92208.54,1,1,Yes
644,France,37,186347.97,2,0,No
735,Spain,55,103176.62,1,1,No
777,France,58,0.0,1,1,Yes
644,Germany,40,77270.08,2,1,Yes
665,Germany,37,111911.63,1,1,Yes
529,Germany,72,94216.05,1,1,No
803,Spain,45,0.0,2,1,No
604,Spain,26,0.0,2,0,No
738,France,49,106770.82,1,0,No
655,Germany,72,138089.97,2,1,No
698,Germany,39,133191.19,2,1,No
775,France,66,0.0,2,1,No
735,France,41,74135.85,1,1,Yes
766,Spain,41,99208.46,2,0,No
537,Germany,84,92242.34,1,1,No
599,Germany,25,108380.72,1,1,No
420,Spain,55,91893.32,1,0,Yes
674,France,32,85757.93,1,1,No
570,France,46,0.0,2,0,No
623,Germany,33,96759.42,1,1,No
710,France,30,0.0,2,1,No
466,France,29,0.0,2,1,No
759,France,22,0.0,1,0,No
581,France,71,0.0,2,1,No
820,France,33,132150.26,2,0,No
759,France,41,0.0,2,1,No
628,France,31,175443.75,1,0,Yes
676,France,31,78990.15,1,1,No
591,France,33,113743.37,1,0,No
690,France,26,157624.84,1,1,No
624,France,62,125163.62,2,1,No
573,France,23,0.0,1,0,No
694,France,60,0.0,1,1,No
632,Spain,29,80922.75,1,0,No
632,France,40,193354.86,2,0,No
832,Germany,40,107648.94,2,1,No
598,Germany,46,131769.04,1,0,Yes
430,Germany,36,138992.48,2,0,No
711,France,37,113899.92,1,0,No
582,Germany,26,114450.32,1,1,No
605,France,39,0.0,2,0,No
657,France,37,0.0,2,1,No
578,Spain,40,63609.92,1,0,Yes
532,France,38,0.0,2,0,No
612,France,42,75497.51,1,0,No
792,France,42,0.0,2,0,No
674,France,26,0.0,2,1,No
680,France,31,0.0,2,1,No
593,France,39,117704.73,1,0,No
679,Germany,35,130463.55,2,1,No
493,Spain,32,46161.18,1,1,No
688,Spain,42,0.0,2,0,No
769,Germany,43,110182.54,2,1,No
581,Spain,49,0.0,2,0,No
465,France,41,117221.15,1,0,No
641,France,35,0.0,2,0,No
731,Germany,43,79120.27,1,0,Yes
625,France,37,177069.24,2,1,No
468,France,36,61636.97,1,0,No
790,France,26,0.0,1,0,No
587,Germany,37,104414.03,1,0,No
692,France,66,159732.02,1,1,No
676,Germany,34,89437.03,1,1,No
571,France,41,0.0,1,1,No
700,France,32,0.0,1,0,No
445,France,30,0.0,2,1,No
746,France,36,142400.77,1,1,No
722,France,47,88011.4,1,1,Yes
596,France,36,0.0,2,1,No
850,Germany,30,154870.28,1,1,No
597,Spain,46,0.0,2,0,Yes
436,Spain,43,0.0,2,1,No
660,Germany,28,118402.25,2,0,No
649,France,37,87374.88,2,1,No
646,Germany,32,105397.8,1,0,Yes
560,Spain,31,125341.69,1,0,No
710,Germany,49,129164.88,1,1,No
513,France,40,141004.46,1,0,No
607,France,21,0.0,2,0,No
757,France,57,89079.41,1,1,Yes
619,Germany,40,103604.31,2,0,No
612,France,24,182705.05,1,1,No
842,France,29,0.0,2,1,No
713,France,33,94598.48,1,0,Yes
657,Spain,36,188241.05,2,0,Yes
770,France,37,0.0,2,0,No
773,France,40,0.0,2,1,No
470,Germany,39,117469.91,2,0,No
781,Spain,35,80790.74,1,0,No
428,France,62,107735.93,1,1,No
600,Germany,43,133379.41,1,0,Yes
697,Spain,37,168066.87,1,0,No
692,Germany,43,69014.49,2,0,No
791,France,28,0.0,1,0,No
538,Germany,42,98548.62,2,1,No
820,France,49,0.0,2,1,No
679,Spain,26,76554.06,1,1,No
649,France,36,0.0,2,1,No
632,France,27,107375.82,1,1,No
594,France,40,122417.17,2,1,No
682,France,42,0.0,1,1,Yes
720,Spain,33,97188.62,1,0,No
769,France,31,61297.05,2,1,No
746,Spain,30,112666.67,1,0,Yes
623,Spain,40,0.0,1,1,No
537,France,28,157842.07,1,0,No
468,France,46,91443.75,1,0,No
588,Germany,30,110148.49,1,0,Yes
729,Spain,34,53299.96,2,1,No
543,Spain,37,0.0,2,1,No
499,Spain,39,0.0,2,1,No
784,Germany,28,70233.74,2,1,No
604,France,33,0.0,1,0,Yes
614,Spain,25,75212.28,1,0,No
671,France,31,41299.03,1,1,No
587,Spain,35,83286.56,1,0,No
593,Spain,43,0.0,2,0,No
453,France,29,0.0,1,0,Yes
570,Germany,35,85668.59,1,0,No
655,France,45,57327.04,1,1,No
632,Spain,47,0.0,2,0,No
681,France,37,69609.85,1,1,No
591,Germany,46,129269.27,1,0,No
779,France,27,0.0,2,1,No
456,France,63,165350.61,2,0,Yes
686,France,41,152105.57,2,1,No
617,France,74,0.0,2,1,No
850,France,32,106290.64,1,0,No
646,Germany,30,100548.67,2,0,No
735,Germany,46,106344.95,1,0,Yes
543,France,35,137482.19,1,0,No
490,France,37,116465.53,1,1,No
640,France,45,0.0,1,1,No
445,Spain,45,0.0,2,1,No
761,France,36,127637.92,1,1,No
426,France,34,0.0,2,1,No
777,France,37,0.0,1,1,No
534,France,35,81951.74,2,0,No
777,France,42,147531.82,1,1,No
806,Spain,18,0.0,2,1,No
790,France,33,135120.72,1,0,No
